KodePajak;KodeTransaksi;KodeStatus;KodeDokumen;FlagVAT;NPWP / Nomor Paspor;Lawan Transaksi;Nomor Faktur / Dokumen;Jenis Dokumen;Nomor Faktur Pengganti / Retur;Jenis Dokumen Dokumen Pengganti / Retur;Tanggal Faktur / Dokumen;TanggalSSP;MasaPajak;TahunPajak;Pembetulan;DPP;PPN;PPnBM
B;2;1;1;0;012319372641000;PT.INDO ABADI SARI MAKMUR;010.900-13.53171979;0;;;04/07/2013;;0707;2013;1;2017600;201760;0
B;2;1;1;0;012319372641000;PT.INDO ABADI SARI MAKMUR;010.901-13.23198228;0;;;19/07/2013;;0707;2013;1;558720;55872;0
B;2;1;1;0;012319372641000;PT.INDO ABADI SARI MAKMUR;010.901-13.23198255;0;;;26/07/2013;;0707;2013;1;840020;84002;0
B;2;1;1;0;020493227619000;PT.JAYA LESTARI;010.901-13.44537612;0;;;26/07/2013;;0707;2013;1;440000;44000;0
B;2;1;1;0;020493227619000;PT.JAYA LESTARI;010.901-13.44537613;0;;;26/07/2013;;0707;2013;1;1062000;106200;0
B;2;1;1;0;020493227619000;PT.JAYA LESTARI;010.901-13.44537235;0;;;02/07/2013;;0707;2013;1;794000;79400;0
B;2;1;1;0;020493227619000;PT.JAYA LESTARI;010.901-13.44537108;0;;;24/06/2013;;0707;2013;1;377400;37740;0
B;2;1;1;0;020493227619000;PT.JAYA LESTARI;010.901-13.44537452;0;;;17/07/2013;;0707;2013;1;739000;73900;0
B;2;1;1;0;011484805631000;PT.JAYA KERTAS;010.901-13.46840496;0;;;15/07/2013;;0707;2013;1;621000;62100;0
B;2;1;1;0;011484805631000;PT.JAYA KERTAS;010.901-13.46840497;0;;;15/07/2013;;0707;2013;1;432000;43200;0
B;2;1;1;0;011484805631000;PT.JAYA KERTAS;010.901-13.46840468;0;;;11/07/2013;;0707;2013;1;538200;53820;0
B;2;1;1;0;011484805631000;PT.JAYA KERTAS;010.901-13.46840467;0;;;11/07/2013;;0707;2013;1;216000;21600;0
B;2;1;1;0;011484805631000;PT.JAYA KERTAS;010.901-13.46840306;0;;;27/06/2013;;0707;2013;1;144000;14400;0
B;2;1;1;0;011484805631000;PT.JAYA KERTAS;010.901-13.46840307;0;;;27/06/2013;;0707;2013;1;437400;43740;0
B;2;1;1;0;011484805631000;PT.JAYA KERTAS;010.901-13.46840369;0;;;04/07/2013;;0707;2013;1;1161000;116100;0
B;2;1;1;0;011484805631000;PT.JAYA KERTAS;010.901-13.46840370;0;;;04/07/2013;;0707;2013;1;441000;44100;0
B;2;1;1;0;022078802615000;PT.KARYA MAS MAKMUR;010.900-13.28230842;0;;;10/07/2013;;0707;2013;1;321818;32181;0
B;2;1;1;0;014539183641000;PT.KHING GUAN;010.900-13.83322580;0;;;10/07/2013;;0707;2013;1;1735758;173575;0
B;2;1;1;0;014539183641000;PT.KHING GUAN;010.900-13.83322579;0;;;10/07/2013;;0707;2013;1;1032563;103256;0
B;2;1;1;0;014539183641000;PT.KHING GUAN;010.900-13.83321285;0;;;03/07/2013;;0707;2013;1;1417258;141725;0
B;2;1;1;0;014539183641000;PT.KHING GUAN;010.900-13.83321286;0;;;03/07/2013;;0707;2013;1;3955636;395563;0
B;2;1;1;0;014539183641000;PT.KHING GUAN;010.900-13.83321287;0;;;03/07/2013;;0707;2013;1;1546440;154644;0
B;2;1;1;0;014539183641000;PT.KHING GUAN;010.901-13.85431863;0;;;30/07/2013;;0707;2013;1;1419129;141912;0
B;2;1;1;0;014539183641000;PT.KHING GUAN;010.901-13.85431023;0;;;25/07/2013;;0707;2013;1;1578690;157869;0
B;2;1;1;0;014539183641000;PT.KHING GUAN;010.901-13.85431024;0;;;25/07/2013;;0707;2013;1;3627603;362760;0
B;2;1;1;0;014539183641000;PT.KHING GUAN;010.901-13.85431022;0;;;25/07/2013;;0707;2013;1;2239300;223930;0
B;2;1;1;0;014539183641000;PT.KHING GUAN;010.901-13.85430053;0;;;20/07/2013;;0707;2013;1;2917727;291772;0
B;2;1;1;0;014539183641000;PT.KHING GUAN;010.901-13.85430052;0;;;20/07/2013;;0707;2013;1;2106465;210646;0
B;2;1;1;0;014539183641000;PT.KHING GUAN;010.901-13.85432060;0;;;31/07/2013;;0707;2013;1;1467149;146714;0
B;2;1;1;0;014539183641000;PT.KHING GUAN;010.901-13.85432061;0;;;31/07/2013;;0707;2013;1;3840798;384079;0
B;2;1;1;0;010612281051000;PT. KIMIA FARMA TRADING & DISTRIBUTION;010.900-13.63313092;0;;;24/07/2013;;0707;2013;1;491216;49121;0
B;2;1;1;0;010612281051000;PT. KIMIA FARMA TRADING & DISTRIBUTION;010.900-13.63310308;0;;;23/07/2013;;0707;2013;1;1036139;103613;0
B;2;1;1;0;010612281051000;PT. KIMIA FARMA TRADING & DISTRIBUTION;010.900-13.63295515;0;;;15/07/2013;;0707;2013;1;498450;49845;0
B;2;1;1;0;023377062604000;PT. KREASI PERDANA INDONESIA;010.901-13.32155511;0;;;17/07/2013;;0707;2013;1;666839;66683;0
B;2;1;1;0;023377062604000;PT. KREASI PERDANA INDONESIA;010.901-13.32155461;0;;;17/07/2013;;0707;2013;1;225822;22582;0
B;2;1;1;0;023377062604000;PT. KREASI PERDANA INDONESIA;010.901-13.32155462;0;;;17/07/2013;;0707;2013;1;2166662;216666;0
B;2;1;1;0;023377062604000;PT. KREASI PERDANA INDONESIA;010.901-13.32155143;0;;;13/07/2013;;0707;2013;1;128349;12834;0
B;2;1;1;0;023377062604000;PT. KREASI PERDANA INDONESIA;010.901-13.32154759;0;;;10/07/2013;;0707;2013;1;516816;51681;0
B;2;1;1;0;023377062604000;PT. KREASI PERDANA INDONESIA;010.901-13.32154845;0;;;10/07/2013;;0707;2013;1;1903410;190341;0
B;2;1;1;0;023377062604000;PT. KREASI PERDANA INDONESIA;010.901-13.32154204;0;;;02/07/2013;;0707;2013;1;650532;65053;0
B;2;1;1;0;023377062604000;PT. KREASI PERDANA INDONESIA;010.901-13.32154186;0;;;02/07/2013;;0707;2013;1;243819;24381;0
B;2;1;1;0;023377062604000;PT. KREASI PERDANA INDONESIA;010.901-13.32154107;0;;;01/07/2013;;0707;2013;1;218184;21818;0
B;2;1;1;0;023377062604000;PT. KREASI PERDANA INDONESIA;010.901-13.32154068;0;;;29/06/2013;;0707;2013;1;168896;16889;0
B;2;1;1;0;023377062604000;PT. KREASI PERDANA INDONESIA;010.901-13.32154438;0;;;06/07/2013;;0707;2013;1;180000;18000;0
B;2;1;1;0;023377062604000;PT. KREASI PERDANA INDONESIA;010.901-13.32154497;0;;;06/07/2013;;0707;2013;1;2522449;252244;0
B;2;1;1;0;023377062604000;PT. KREASI PERDANA INDONESIA;010.901-13.32154498;0;;;08/07/2013;;0707;2013;1;666839;66683;0
B;2;1;1;0;023377062604000;PT. KREASI PERDANA INDONESIA;010.901-13.82854860;0;;;24/07/2013;;0707;2013;1;693816;69381;0
B;2;1;1;0;023377062604000;PT. KREASI PERDANA INDONESIA;010.901-13.32155884;0;;;22/07/2013;;0707;2013;1;120000;12000;0
B;2;1;1;0;023377062604000;PT. KREASI PERDANA INDONESIA;010.901-13.82854737;0;;;23/07/2013;;0707;2013;1;4124291;412429;0
B;2;1;1;0;023377062604000;PT. KREASI PERDANA INDONESIA;010.901-13.82854859;0;;;23/07/2013;;0707;2013;1;117270;11727;0
B;2;1;1;0;023377062604000;PT. KREASI PERDANA INDONESIA;010.901-13.82855438;0;;;31/07/2013;;0707;2013;1;379356;37935;0
B;2;1;1;0;023377062604000;PT. KREASI PERDANA INDONESIA;010.901-13.82855303;0;;;30/07/2013;;0707;2013;1;555699;55569;0
B;2;1;1;0;023377062604000;PT. KREASI PERDANA INDONESIA;010.901-13.82855210;0;;;30/07/2013;;0707;2013;1;218184;21818;0
B;2;1;1;0;019181734643000;PT.LASMART YUKARINDO JAYA;010.901-13.88926720;0;;;23/07/2013;;0707;2013;1;1397648;139765;0
B;2;1;1;0;019181734643000;PT.LASMART YUKARINDO JAYA;010.901-13.07581361;0;;;11/06/2013;;0707;2013;1;2240617;224062;0
B;2;1;1;0;019181734643000;PT.LASMART YUKARINDO JAYA;010.901-13.07581751;0;;;02/07/2013;;0707;2013;1;650390;65039;0
B;2;1;1;0;019181734643000;PT.LASMART YUKARINDO JAYA;010.901-13.07581890;0;;;09/07/2013;;0707;2013;1;1941568;194157;0
B;2;1;1;0;019181734643000;PT.LASMART YUKARINDO JAYA;010.901-13.07581889;0;;;09/07/2013;;0707;2013;1;764533;76453;0
B;2;1;1;0;019181734643000;PT.LASMART YUKARINDO JAYA;010.901-13.88926642;0;;;16/07/2013;;0707;2013;1;2383093;238309;0
B;2;1;1;0;013532866054000;PT.MULTI INDO CITRA ;010.901-13.35749440;0;;;12/07/2013;;0707;2013;1;719055;71906;0
B;2;1;1;0;013532866054000;PT.MULTI INDO CITRA ;010.901-13.35749614;0;;;19/07/2013;;0707;2013;1;570570;57057;0
B;2;1;1;0;015446271618000;PT. MASUYA SEJATI;010.901-13.35241225;0;;;19/07/2013;;0707;2013;1;289590;28959;0
B;2;1;1;0;015446271618000;PT. MASUYA SEJATI;010.901-13.35241363;0;;;30/07/2013;;0707;2013;1;335002;33500;0
B;2;1;1;0;015446271618000;PT. MASUYA SEJATI;010.901-13.35241113;0;;;15/07/2013;;0707;2013;1;1222002;122200;0
B;2;1;1;0;015446271618000;PT. MASUYA SEJATI;010.901-13.35241114;0;;;15/07/2013;;0707;2013;1;340455;34045;0
B;2;1;1;0;015446271618000;PT. MASUYA SEJATI;010.901-13.35241169;0;;;18/07/2013;;0707;2013;1;1111747;111174;0
B;2;1;1;0;015446271618000;PT. MASUYA SEJATI;010.901-13.35240907;0;;;01/07/2013;;0707;2013;1;393425;39342;0
B;2;1;1;0;015446271618000;PT. MASUYA SEJATI;010.901-13.35240955;0;;;05/07/2013;;0707;2013;1;350909;35090;0
B;2;1;1;0;019185032641000;PT. MURNI ANUGRAH MANDIRI;010.901-13.21629722;0;;;06/07/2013;;0707;2013;1;484463;48446;0
B;2;1;1;0;019185032641000;PT. MURNI ANUGRAH MANDIRI;010.901-13.21630617;0;;;11/07/2013;;0707;2013;1;1543609;154361;0
B;2;1;1;0;019185032641000;PT. MURNI ANUGRAH MANDIRI;010.901-13.21632108;0;;;19/07/2013;;0707;2013;1;1047393;104739;0
B;2;1;1;0;019185032641000;PT. MURNI ANUGRAH MANDIRI;010.901-13.21632697;0;;;23/07/2013;;0707;2013;1;1842898;184290;0
B;2;1;1;0;019185032641000;PT. MURNI ANUGRAH MANDIRI;010.901-13.21633376;0;;;26/07/2013;;0707;2013;1;4633200;463320;0
B;2;1;1;0;019185032641000;PT. MURNI ANUGRAH MANDIRI;010.901-13.21633554;0;;;27/07/2013;;0707;2013;1;901710;90171;0
B;2;1;1;0;011080835631000;PT. MOGA DJAJA;010.900-13.42342853;0;;;18/07/2013;;0707;2013;1;702222;70222;0
B;2;1;1;0;011080835631000;PT. MOGA DJAJA;010.900-13.42342852;0;;;18/07/2013;;0707;2013;1;220705;22071;0
B;2;1;1;0;011080835631000;PT. MOGA DJAJA;010.900-13.42342441;0;;;11/07/2013;;0707;2013;1;450716;45072;0
B;2;1;1;0;011080835631000;PT. MOGA DJAJA;010.900-13.42342035;0;;;04/07/2013;;0707;2013;1;89080;8908;0
B;2;1;1;0;011080835631000;PT. MOGA DJAJA;010.900-13.42342036;0;;;04/07/2013;;0707;2013;1;348562;34856;0
B;2;1;1;0;013157086007000;PT. MENSA BINA SUKSES;010.900-13.16214901;0;;;03/07/2013;;0707;2013;1;683462;68346;0
B;2;1;1;0;013157086007000;PT. MENSA BINA SUKSES;010.900-13.16150514;0;;;19/06/2013;;0707;2013;1;347280;34728;0
B;2;1;1;0;013157086007000;PT. MENSA BINA SUKSES;010.900-13.16266307;0;;;17/07/2013;;0707;2013;1;420888;42088;0
B;2;1;1;0;016730756641000;PT. MANOHARA ASRI;010.900-13.53070344;0;;;12/07/2013;;0707;2013;1;594546;59454;0
B;2;1;1;0;016730756641000;PT. MANOHARA ASRI;010.900-13.53067638;0;;;17/06/2013;;0707;2013;1;3005454;300545;0
B;2;1;1;0;016730756641000;PT. MANOHARA ASRI;010.900-13.53068934;0;;;28/06/2013;;0707;2013;1;436364;43636;0
B;2;1;1;0;016730756641000;PT. MANOHARA ASRI;010.900-13.53069620;0;;;05/07/2013;;0707;2013;1;547273;54727;0
B;2;1;1;0;016730756641000;PT. MANOHARA ASRI;010.900-13.53070345;0;;;12/07/2013;;0707;2013;1;496231;49623;0
B;2;1;1;0;015588544606000;PT. MITRASENTOSA PURITAMA;010.900-13.78089985;0;;;12/07/2013;;0707;2013;1;172658;17266;0
B;2;1;1;0;015588544606000;PT. MITRASENTOSA PURITAMA;010.900-13.78089986;0;;;12/07/2013;;0707;2013;1;315248;31525;0
B;2;1;1;0;015588544606000;PT. MITRASENTOSA PURITAMA;010.900-13.78089816;0;;;05/07/2013;;0707;2013;1;420330;42033;0
B;2;1;1;0;015588544606000;PT. MITRASENTOSA PURITAMA;010.901-13.80514978;0;;;26/07/2013;;0707;2013;1;1050827;105083;0
B;2;1;1;0;015588544606000;PT. MITRASENTOSA PURITAMA;010.901-13.80514977;0;;;26/07/2013;;0707;2013;1;1327704;132770;0
B;2;1;1;0;015588544606000;PT. MITRASENTOSA PURITAMA;010.900-13.78089815;0;;;05/07/2013;;0707;2013;1;742056;74206;0
B;2;1;1;0;015588544606000;PT. MITRASENTOSA PURITAMA;010.900-13.78089984;0;;;12/07/2013;;0707;2013;1;1152480;115248;0
B;2;1;1;0;015588544606000;PT. MITRASENTOSA PURITAMA;010.900-13.78090142;0;;;19/07/2013;;0707;2013;1;1347696;134770;0
B;2;1;1;0;013366869007000;PT. MUSTIKA RATUBUANA INTERNATIONAL;010.901-13.44405091;0;;;26/07/2013;;0707;2013;1;802630;80263;0
B;2;1;1;0;024242133086000;PT. MACROSENTRA NIAGABOGA;010.901-13.60705455;0;;;13/07/2013;;0707;2013;1;613200;61320;0
B;2;1;1;0;024242133086000;PT. MACROSENTRA NIAGABOGA;010.901-13.60697078;0;;;03/07/2013;;0707;2013;1;426150;42615;0
B;2;1;1;0;015396187034000;PT. MULTISARI LANGGENGJAYA;010.900-13.53126687;0;;;13/07/2013;;0707;2013;1;326607;32660;0
B;2;1;1;0;023124316007000;PT. MITRA GEMILANG MANDIRI;010.900-13.62484208;0;;;06/07/2013;;0707;2013;1;662182;66218;0
B;2;1;1;0;023124316007000;PT. MITRA GEMILANG MANDIRI;010.900-13.62491753;0;;;22/07/2013;;0707;2013;1;223682;22368;0
B;2;1;1;0;023124316007000;PT. MITRA GEMILANG MANDIRI;010.900-13.62492689;0;;;30/07/2013;;0707;2013;1;224545;22455;0
B;2;1;1;0;020492393619000;PT. MULTI JAYA SENTOSA;010.900-13.24870012;0;;;02/07/2013;;0707;2013;1;5613396;561339;0
B;2;1;1;0;020492393619000;PT. MULTI JAYA SENTOSA;010.901-13.45725088;0;;;17/07/2013;;0707;2013;1;690348;69034;0
B;2;1;1;0;018312181614000;PT. NOERYANI;010.901-13.54558538;0;;;12/07/2013;;0707;2013;1;1653182;165318;0
B;2;1;1;0;018312181614000;PT. NOERYANI;010.900-13.40952394;0;;;03/07/2013;;0707;2013;1;2133821;213382;0
B;2;1;1;0;018312181614000;PT. NOERYANI;010.901-13.54559151;0;;;16/07/2013;;0707;2013;1;1057088;105709;0
B;2;1;1;0;018312181614000;PT. NOERYANI;010.901-13.54560916;0;;;26/07/2013;;0707;2013;1;2344274;234427;0
B;2;1;1;0;018312181614000;PT. NOERYANI;010.901-13.54561138;0;;;27/07/2013;;0707;2013;1;147273;14727;0
B;2;1;1;0;019418144631000;PT. PUJI SURYA INDAH;010.901-13.71224424;0;;;27/07/2013;;0707;2013;1;5623871;562388;0
B;2;1;1;0;019418144631000;PT. PUJI SURYA INDAH;010.901-13.71221140;0;;;24/07/2013;;0707;2013;1;3686657;368666;0
B;2;1;1;0;019418144631000;PT. PUJI SURYA INDAH;010.901-13.71221139;0;;;24/07/2013;;0707;2013;1;267273;26728;0
B;2;1;1;0;019418144631000;PT. PUJI SURYA INDAH;010.901-13.71226356;0;;;30/07/2013;;0707;2013;1;1417715;141772;0
B;2;1;1;0;019418144631000;PT. PUJI SURYA INDAH;010.900-13.80845408;0;;;02/07/2013;;0707;2013;1;862976;86298;0
B;2;1;1;0;019418144631000;PT. PUJI SURYA INDAH;010.900-13.80854261;0;;;10/07/2013;;0707;2013;1;1205127;120513;0
B;2;1;1;0;019418144631000;PT. PUJI SURYA INDAH;010.901-13.71212829;0;;;16/07/2013;;0707;2013;1;4147148;414715;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.901-13.71212832;0;;;16/07/2013;;0707;2013;1;713087;71309;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.901-13.71212833;0;;;16/07/2013;;0707;2013;1;2056218;205622;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.901-13.71212834;0;;;16/07/2013;;0707;2013;1;2257934;225794;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.901-13.71212828;0;;;16/07/2013;;0707;2013;1;716666;71667;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.901-13.71212831;0;;;16/07/2013;;0707;2013;1;515479;51548;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.901-13.71212835;0;;;16/07/2013;;0707;2013;1;1801858;180186;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.901-13.71212830;0;;;16/07/2013;;0707;2013;1;996480;99648;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.900-13.80852689;0;;;09/07/2013;;0707;2013;1;828400;82840;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.900-13.80852690;0;;;09/07/2013;;0707;2013;1;561816;56182;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.900-13.80854265;0;;;10/07/2013;;0707;2013;1;3152747;315275;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.900-13.80854263;0;;;10/07/2013;;0707;2013;1;924928;92493;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.900-13.80854264;0;;;10/07/2013;;0707;2013;1;859015;85902;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.900-13.80854262;0;;;10/07/2013;;0707;2013;1;1596685;159669;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.900-13.80854266;0;;;10/07/2013;;0707;2013;1;1838835;183884;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.900-13.80845413;0;;;02/07/2013;;0707;2013;1;2945341;294535;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.900-13.80845409;0;;;02/07/2013;;0707;2013;1;745309;74531;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.900-13.80845412;0;;;02/07/2013;;0707;2013;1;1835452;183546;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.900-13.80845410;0;;;02/07/2013;;0707;2013;1;1413026;141303;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.900-13.80845407;0;;;02/07/2013;;0707;2013;1;306869;30687;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.900-13.80845411;0;;;02/07/2013;;0707;2013;1;1106243;110625;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.900-13.80845406;0;;;02/07/2013;;0707;2013;1;777902;77791;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.900-13.80842202;0;;;01/07/2013;;0707;2013;1;3089675;308968;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.900-13.80842203;0;;;01/07/2013;;0707;2013;1;4810904;481091;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.900-13.80844317;0;;;01/07/2013;;0707;2013;1;9942551;994256;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.900-13.80844316;0;;;01/07/2013;;0707;2013;1;6233884;623389;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.901-13.71226355;0;;;30/07/2013;;0707;2013;1;920607;92061;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.901-13.71221142;0;;;24/07/2013;;0707;2013;1;949694;94970;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.901-13.71221146;0;;;24/07/2013;;0707;2013;1;1329949;132995;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.901-13.71221144;0;;;24/07/2013;;0707;2013;1;1612192;161220;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.901-13.71221145;0;;;24/07/2013;;0707;2013;1;1948418;194842;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.901-13.71221141;0;;;24/07/2013;;0707;2013;1;398173;39818;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.901-13.71221138;0;;;24/07/2013;;0707;2013;1;907138;90714;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.901-13.71221143;0;;;24/07/2013;;0707;2013;1;3620074;362008;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.901-13.71223389;0;;;26/07/2013;;0707;2013;1;628092;62810;0
B;2;1;1;0;019418144631000;PT.PUJI SURYA INDAH;010.901-13.71215323;0;;;18/07/2013;;0707;2013;1;9942551;994256;0
B;2;1;1;0;012336038641000;PT. PANGAN LESTARI;010.901-13.20062692;0;;;18/07/2013;;0707;2013;1;2355689;235569;0
B;2;1;1;0;012336038641000;PT. PANGAN LESTARI;010.901-13.20062718;0;;;18/07/2013;;0707;2013;1;1068007;106801;0
B;2;1;1;0;012336038641000;PT. PANGAN LESTARI;010.901-13.20063288;0;;;26/07/2013;;0707;2013;1;1603087;160309;0
B;2;1;1;0;012336038641000;PT. PANGAN LESTARI;010.901-13.20063284;0;;;26/07/2013;;0707;2013;1;207273;20727;0
B;2;1;1;0;012336038641000;PT. PANGAN LESTARI;010.901-13.20061477;0;;;01/07/2013;;0707;2013;1;2307452;230745;0
B;2;1;1;0;012336038641000;PT. PANGAN LESTARI;010.901-13.20061697;0;;;05/07/2013;;0707;2013;1;1552523;155252;0
B;2;1;1;0;012336038641000;PT. PANGAN LESTARI;010.901-13.20061690;0;;;05/07/2013;;0707;2013;1;3250181;325018;0
B;2;1;1;0;012336038641000;PT. PANGAN LESTARI;010.901-13.20062287;0;;;12/07/2013;;0707;2013;1;808424;80842;0
B;2;1;1;0;016965055046000;PT.PRISKILA PRIMA MAKMUR;010.900-13.03891515;0;;;02/07/2013;;0707;2013;1;1022318;102232;0
B;2;1;1;0;011091451615000;PT.ROMOS INTI COSMETICS INDUSTRIES;010.900-13.35047319;0;;;27/06/2013;;0707;2013;1;238317;23832;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59635006;0;;;03/07/2013;;0707;2013;1;3038954;303896;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59636027;0;;;08/07/2013;;0707;2013;1;830455;83045;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59636824;0;;;11/07/2013;;0707;2013;1;2130272;213028;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59638386;0;;;18/07/2013;;0707;2013;1;3878728;387872;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59641416;0;;;31/07/2013;;0707;2013;1;2216954;221696;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59639243;0;;;22/07/2013;;0707;2013;1;968863;96887;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59639785;0;;;24/07/2013;;0707;2013;1;931137;93113;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59639035;0;;;20/07/2013;;0707;2013;1;2816493;281649;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59639036;0;;;20/07/2013;;0707;2013;1;1444096;144410;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59640618;0;;;27/07/2013;;0707;2013;1;669119;66912;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59640621;0;;;27/07/2013;;0707;2013;1;2552474;255247;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59640620;0;;;27/07/2013;;0707;2013;1;1608406;160841;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59640619;0;;;27/07/2013;;0707;2013;1;1073469;107347;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59639852;0;;;24/07/2013;;0707;2013;1;3116881;311688;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59639853;0;;;24/07/2013;;0707;2013;1;950777;95078;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59638152;0;;;17/07/2013;;0707;2013;1;4214208;421421;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59638153;0;;;17/07/2013;;0707;2013;1;1613481;161348;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59638458;0;;;18/07/2013;;0707;2013;1;11158685;1115868;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59637641;0;;;15/07/2013;;0707;2013;1;2566795;256680;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59637640;0;;;15/07/2013;;0707;2013;1;1082507;108251;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59636604;0;;;10/07/2013;;0707;2013;1;7156155;715616;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59636605;0;;;10/07/2013;;0707;2013;1;1495386;149539;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59636603;0;;;10/07/2013;;0707;2013;1;2364099;236410;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59635832;0;;;06/07/2013;;0707;2013;1;2047661;204766;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59635831;0;;;06/07/2013;;0707;2013;1;133807;13381;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59635833;0;;;06/07/2013;;0707;2013;1;3425065;342507;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59634578;0;;;01/07/2013;;0707;2013;1;3387041;338704;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59635057;0;;;03/07/2013;;0707;2013;1;1028607;102861;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59635058;0;;;03/07/2013;;0707;2013;1;406175;40617;0
B;2;1;1;0;014659064631000;PT. PADMATIRTA WISESA;010.901-13.59635056;0;;;03/07/2013;;0707;2013;1;4218249;421825;0
B;2;1;1;0;010619740057000;PT. YAKULT INDONESIA PERSADA;010.901-13.40384752;0;;;03/07/2013;;0707;2013;1;347727;34773;0
B;2;1;1;0;010619740057000;PT. YAKULT INDONESIA PERSADA;010.901-13.40401374;0;;;09/07/2013;;0707;2013;1;405682;40568;0
B;2;1;1;0;010619740057000;PT. YAKULT INDONESIA PERSADA;010.901-13.40421309;0;;;16/07/2013;;0707;2013;1;579545;57955;0
B;2;1;1;0;010619740057000;PT. YAKULT INDONESIA PERSADA;010.901-13.40440678;0;;;23/07/2013;;0707;2013;1;579545;57955;0
