KodePajak;KodeTransaksi;KodeStatus;KodeDokumen;FlagVAT;NPWP / Nomor Paspor;Lawan Transaksi;Nomor Faktur / Dokumen;Jenis Dokumen;Nomor Faktur Pengganti / Retur;Jenis Dokumen Dokumen Pengganti / Retur;Tanggal Faktur / Dokumen;TanggalSSP;MasaPajak;TahunPajak;Pembetulan;DPP;PPN;PPnBM
B;2;1;1;0;011225463641000;PT.UNITED WARU BISCUIT MANUFACTORY;010.901-13.22964314;0;;;06/07/2013;;0707;2013;1;435365;43536;0
B;2;1;1;0;011225463641000;PT.UNITED WARU BISCUIT MANUFACTORY;010.901-13.22964315;0;;;06/07/2013;;0707;2013;1;279921;27992;0
B;2;1;1;0;011225463641000;PT.UNITED WARU BISCUIT MANUFACTORY;010.901-13.22968705;0;;;19/07/2013;;0707;2013;1;447320;44732;0
B;2;1;1;0;011225463641000;PT.UNITED WARU BISCUIT MANUFACTORY;010.901-13.22968704;0;;;19/07/2013;;0707;2013;1;870732;87073;0
B;2;1;1;0;060772381501000;TATANG BUDIONO TJAHAJANTO;010.900-13.74830211;0;;;04/07/2013;;0707;2013;1;469520;46952;0
B;2;1;1;0;060772381501000;TATANG BUDIONO TJAHAJANTO;010.901-13.70747634;0;;;11/07/2013;;0707;2013;1;344568;34457;0
B;2;1;1;0;011220969054000;PT. SUPARMA TBK;010.900-13.42125396;0;;;10/07/2013;;0707;2013;1;3620700;362070;0
B;2;1;1;0;011220969054000;PT. SUPARMA TBK;010.900-13.42125777;0;;;11/07/2013;;0707;2013;1;486000;48600;0
B;2;1;1;0;011220969054000;PT. SUPARMA TBK;010.900-13.42125397;0;;;10/07/2013;;0707;2013;1;10044000;1004400;0
B;2;1;1;0;011220969054000;PT. SUPARMA TBK;010.900-13.42125768;0;;;11/07/2013;;0707;2013;1;361833;36183;0
B;2;1;1;0;011220969054000;PT. SUPARMA TBK;010.900-13.42125769;0;;;11/07/2013;;0707;2013;1;2689200;268920;0
B;2;1;1;0;011220969054000;PT. SUPARMA TBK;010.900-13.42125766;0;;;11/07/2013;;0707;2013;1;247860;24786;0
B;2;1;1;0;011220969054000;PT. SUPARMA TBK;010.900-13.42125778;0;;;11/07/2013;;0707;2013;1;2816856;281686;0
B;2;1;1;0;011220969054000;PT. SUPARMA TBK;010.900-13.42125776;0;;;11/07/2013;;0707;2013;1;1782000;178200;0
B;2;1;1;0;011220969054000;PT. SUPARMA TBK;010.900-13.42125767;0;;;11/07/2013;;0707;2013;1;2106000;210600;0
B;2;1;1;0;011220969054000;PT. SUPARMA TBK;010.900-13.42124257;0;;;06/07/2013;;0707;2013;1;442260;44226;0
B;2;1;1;0;011220969054000;PT. SUPARMA TBK;010.900-13.42122542;0;;;01/07/2013;;0707;2013;1;1069200;106920;0
B;2;1;1;0;011220969054000;PT. SUPARMA TBK;010.900-13.42122541;0;;;01/07/2013;;0707;2013;1;567000;56700;0
B;2;1;1;0;011220969054000;PT. SUPARMA TBK;010.900-13.42123074;0;;;02/07/2013;;0707;2013;1;1462860;146286;0
B;2;1;1;0;011220969054000;PT. SUPARMA TBK;010.900-13.42123075;0;;;02/07/2013;;0707;2013;1;1263600;126360;0
B;2;1;1;0;011220969054000;PT. SUPARMA TBK;010.901-13.62613652;0;;;18/07/2013;;0707;2013;1;928260;92826;0
B;2;1;1;0;011220969054000;PT. SUPARMA TBK;010.901-13.62613653;0;;;18/07/2013;;0707;2013;1;361833;36183;0
B;2;1;1;0;011220969054000;PT. SUPARMA TBK;010.901-13.62613651;0;;;18/07/2013;;0707;2013;1;704700;70470;0
B;2;1;1;0;011220969054000;PT. SUPARMA TBK;010.901-13.62614138;0;;;20/07/2013;;0707;2013;1;1409400;140940;0
B;2;1;1;0;011220969054000;PT. SUPARMA TBK;010.901-13.62614867;0;;;23/07/2013;;0707;2013;1;1011373;101137;0
B;2;1;1;0;011220969054000;PT. SUPARMA TBK;010.901-13.62614868;0;;;23/07/2013;;0707;2013;1;1381860;138186;0
B;2;1;1;0;011220969054000;PT. SUPARMA TBK;010.901-13.62616012;0;;;26/07/2013;;0707;2013;1;10562400;1056240;0
B;2;1;1;0;011220969054000;PT. SUPARMA TBK;010.901-13.62615752;0;;;25/07/2013;;0707;2013;1;1968300;196830;0
B;2;1;1;0;011220969054000;PT. SUPARMA TBK;010.901-13.62616011;0;;;26/07/2013;;0707;2013;1;3061800;306180;0
B;2;1;1;0;011220969054000;PT. SUPARMA TBK;010.901-13.62616307;0;;;27/07/2013;;0707;2013;1;486000;48600;0
B;2;1;1;0;011220969054000;PT. SUPARMA TBK;010.901-13.62616308;0;;;27/07/2013;;0707;2013;1;3585384;358538;0
B;2;1;1;0;025898156034000;CV. AGRO PANGAN LESTARI;010.901-13.62235209;0;;;16/07/2013;;0707;2013;1;451440;45144;0
B;2;1;1;0;013713482038000;PT. ASIA PARAMITA INDAH;010.900-13.56126112;0;;;16/07/2013;;0707;2013;1;864068;86407;0
B;2;1;1;0;013713482038000;PT. ASIA PARAMITA INDAH;010.900-13.56126113;0;;;16/07/2013;;0707;2013;1;159773;15977;0
B;2;1;1;0;013713482038000;PT. ASIA PARAMITA INDAH;010.900-13.55980509;0;;;09/07/2013;;0707;2013;1;79886;7989;0
B;2;1;1;0;013713482038000;PT. ASIA PARAMITA INDAH;010.900-13.55980508;0;;;09/07/2013;;0707;2013;1;1116682;111668;0
B;2;1;1;0;013713482038000;PT. ASIA PARAMITA INDAH;010.900-13.55980507;0;;;09/07/2013;;0707;2013;1;1070334;107033;0
B;2;1;1;0;013713482038000;PT. ASIA PARAMITA INDAH;010.900-13.55980606;0;;;09/07/2013;;0707;2013;1;654545;65455;0
B;2;1;1;0;013713482038000;PT. ASIA PARAMITA INDAH;010.900-13.55980510;0;;;09/07/2013;;0707;2013;1;291273;29127;0
B;2;1;1;0;013713482038000;PT. ASIA PARAMITA INDAH;010.900-13.55979528;0;;;02/07/2013;;0707;2013;1;1271273;127127;0
B;2;1;1;0;013713482038000;PT. ASIA PARAMITA INDAH;010.900-13.55979529;0;;;02/07/2013;;0707;2013;1;399432;39943;0
B;2;1;1;0;013713482038000;PT. ASIA PARAMITA INDAH;010.900-13.55979530;0;;;02/07/2013;;0707;2013;1;241818;24182;0
B;2;1;1;0;013713482038000;PT. ASIA PARAMITA INDAH;010.900-13.55979531;0;;;02/07/2013;;0707;2013;1;181818;18182;0
B;2;1;1;0;013713482038000;PT. ASIA PARAMITA INDAH;010.900-13.56128428;0;;;30/07/2013;;0707;2013;1;171000;17100;0
B;2;1;1;0;013713482038000;PT. ASIA PARAMITA INDAH;010.900-13.56128425;0;;;30/07/2013;;0707;2013;1;941364;94136;0
B;2;1;1;0;013713482038000;PT. ASIA PARAMITA INDAH;010.900-13.56128424;0;;;30/07/2013;;0707;2013;1;869682;86968;0
B;2;1;1;0;013713482038000;PT. ASIA PARAMITA INDAH;010.900-13.56128427;0;;;30/07/2013;;0707;2013;1;159773;15977;0
B;2;1;1;0;013713482038000;PT. ASIA PARAMITA INDAH;010.900-13.56128426;0;;;30/07/2013;;0707;2013;1;745455;74545;0
B;2;1;1;0;013713482038000;PT. ASIA PARAMITA INDAH;010.900-13.56127239;0;;;23/07/2013;;0707;2013;1;836364;83636;0
B;2;1;1;0;013713482038000;PT. ASIA PARAMITA INDAH;010.900-13.56127240;0;;;23/07/2013;;0707;2013;1;811818;81182;0
B;2;1;1;0;013713482038000;PT. ASIA PARAMITA INDAH;010.900-13.56127242;0;;;23/07/2013;;0707;2013;1;589000;58900;0
B;2;1;1;0;013713482038000;PT. ASIA PARAMITA INDAH;010.900-13.56127244;0;;;23/07/2013;;0707;2013;1;216000;21600;0
B;2;1;1;0;013713482038000;PT. ASIA PARAMITA INDAH;010.900-13.56127243;0;;;23/07/2013;;0707;2013;1;370932;37093;0
B;2;1;1;0;013713482038000;PT. ASIA PARAMITA INDAH;010.900-13.56127241;0;;;23/07/2013;;0707;2013;1;961227;96123;0
B;2;1;1;0;026704213619000;PT. ANUGERAH FEVINICA LESTARI SENTOSA;010.901-13.78200933;0;;;24/07/2013;;0707;2013;1;299245;29924;0
B;2;1;1;0;026704213619000;PT. ANUGERAH FEVINICA LESTARI SENTOSA;010.900-13.36062022;0;;;10/07/2013;;0707;2013;1;673298;67330;0
B;2;1;1;0;026704213619000;PT. ANUGERAH FEVINICA LESTARI SENTOSA;010.901-13.78200501;0;;;17/07/2013;;0707;2013;1;269476;26948;0
B;2;1;1;0;014260095651000;PT.ATLANTIC BIRURAYA ;010.900-13.95991006;0;;;18/07/2013;;0707;2013;1;1390909;139091;0
B;2;1;1;0;014260095651000;PT.ATLANTIC BIRURAYA ;010.900-13.95986004;0;;;02/07/2013;;0707;2013;1;2086364;208636;0
B;2;1;1;0;014260095651000;PT.ATLANTIC BIRURAYA ;010.900-13.95986048;0;;;09/07/2013;;0707;2013;1;1738636;173864;0
B;2;1;1;0;014260095651000;PT.ATLANTIC BIRURAYA ;010.900-13.95986035;0;;;06/07/2013;;0707;2013;1;695455;69545;0
B;2;1;1;0;014260095651000;PT.ATLANTIC BIRURAYA ;010.900-13.95987019;0;;;15/07/2013;;0707;2013;1;695455;69545;0
B;2;1;1;0;010719433057000;PT.AMERTA INDAH OTSUKA;010.900-13.61841894;0;;;29/07/2013;;0707;2013;1;2554375;255437;0
B;2;1;1;0;010719433057000;PT.AMERTA INDAH OTSUKA;010.900-13.58864087;0;;;03/07/2013;;0707;2013;1;1585628;158562;0
B;2;1;1;0;010719433057000;PT.AMERTA INDAH OTSUKA;010.900-13.61807715;0;;;18/07/2013;;0707;2013;1;3686592;368659;0
B;2;1;1;0;010719433057000;PT.AMERTA INDAH OTSUKA;010.900-13.61787454;0;;;12/07/2013;;0707;2013;1;403557;40355;0
B;2;1;1;0;014297824619000;CV. BERDIKARI;010.900-13.24877168;0;;;16/07/2013;;0707;2013;1;883781;88378;0
B;2;1;1;0;014297824619000;CV. BERDIKARI;010.900-13.24877261;0;;;13/07/2013;;0707;2013;1;1614592;161459;0
B;2;1;1;0;014297824619000;CV. BERDIKARI;010.900-13.24876892;0;;;02/07/2013;;0707;2013;1;1173927;117392;0
B;2;1;1;0;014297824619000;CV. BERDIKARI;010.900-13.24877442;0;;;30/07/2013;;0707;2013;1;989509;98950;0
B;2;1;1;0;014973382631000;PT.BAYACO AGUNG ;010.900-13.33678672;0;;;30/07/2013;;0707;2013;1;2246107;224611;0
B;2;1;1;0;014973382631000;PT.BAYACO AGUNG ;010.900-13.33677232;0;;;24/07/2013;;0707;2013;1;650496;65050;0
B;2;1;1;0;014973382631000;PT.BAYACO AGUNG ;010.900-13.33677229;0;;;24/07/2013;;0707;2013;1;1436759;143676;0
B;2;1;1;0;014973382631000;PT.BAYACO AGUNG ;010.900-13.33677230;0;;;24/07/2013;;0707;2013;1;1459659;145966;0
B;2;1;1;0;014973382631000;PT.BAYACO AGUNG ;010.900-13.33672858;0;;;02/07/2013;;0707;2013;1;1116561;111656;0
B;2;1;1;0;014973382631000;PT.BAYACO AGUNG ;010.900-13.33675564;0;;;16/07/2013;;0707;2013;1;4047090;404709;0
B;2;1;1;0;014973382631000;PT.BAYACO AGUNG ;010.900-13.33675563;0;;;16/07/2013;;0707;2013;1;615429;61543;0
B;2;1;1;0;014973382631000;PT.BAYACO AGUNG ;010.900-13.33674336;0;;;10/07/2013;;0707;2013;1;1225200;122520;0
B;2;1;1;0;014973382631000;PT.BAYACO AGUNG ;010.900-13.33674335;0;;;10/07/2013;;0707;2013;1;2105686;210569;0
B;2;1;1;0;014973382631000;PT.BAYACO AGUNG ;010.900-13.33675562;0;;;16/07/2013;;0707;2013;1;342850;34285;0
B;2;1;1;0;014973382631000;PT.BAYACO AGUNG ;010.900-13.33672854;0;;;02/07/2013;;0707;2013;1;379041;37904;0
B;2;1;1;0;014973382631000;PT.BAYACO AGUNG ;010.900-13.33677231;0;;;24/07/2013;;0707;2013;1;228568;22857;0
B;2;1;1;0;020542130631000;PT.BAHAGIA INTRA NIAGA;010.900-13.31789509;0;;;23/07/2013;;0707;2013;1;954482;95448;0
B;2;1;1;0;020542130631000;PT.BAHAGIA INTRA NIAGA;010.900-13.31789844;0;;;31/07/2013;;0707;2013;1;1443307;144331;0
B;2;1;1;0;020542130631000;PT.BAHAGIA INTRA NIAGA;010.900-13.31789845;0;;;31/07/2013;;0707;2013;1;510835;51084;0
B;2;1;1;0;020542130631000;PT.BAHAGIA INTRA NIAGA;010.900-13.31788884;0;;;05/07/2013;;0707;2013;1;1529644;152964;0
B;2;1;1;0;020542130631000;PT.BAHAGIA INTRA NIAGA;010.900-13.31789195;0;;;15/07/2013;;0707;2013;1;1901467;190147;0
B;2;1;1;0;011091626641000;PT.BINTANG SIDORAYA;010.900-13.46868609;0;;;23/07/2013;;0707;2013;1;1884887;188489;0
B;2;1;1;0;017533829511000;PT.DINACO GRASIA ;010.900-13.68847195;0;;;08/07/2013;;0707;2013;1;2037485;203749;0
B;2;1;1;0;017533829511000;PT.DINACO GRASIA ;010.900-13.68847194;0;;;08/07/2013;;0707;2013;1;1677227;167723;0
B;2;1;1;0;013019112062000;PT.DOS NI ROHA ;010.900-13.33181327;0;;;27/06/2013;;0707;2013;1;1332674;133267;0
B;2;1;1;0;013019112062000;PT.DOS NI ROHA ;010.901-13.74262459;0;;;22/07/2013;;0707;2013;1;2603123;260312;0
B;2;1;1;0;013019112062000;PT. DOS NI ROHA;010.901-13.74262460;0;;;22/07/2013;;0707;2013;1;502948;50295;0
B;2;1;1;0;013019112062000;PT. DOS NI ROHA;010.900-13.33181328;0;;;27/06/2013;;0707;2013;1;422181;42218;0
B;2;1;1;0;013019112062000;PT. DOS NI ROHA;010.900-13.33187390;0;;;11/07/2013;;0707;2013;1;252006;25201;0
B;2;1;1;0;015606015038000;PT.DUTA LESTARI SENTRATAMA;010.900-13.00892759;0;;;16/07/2013;;0707;2013;1;458339;45834;0
B;2;1;1;0;015606015038000;PT.DUTA LESTARI SENTRATAMA;010.900-13.00885078;0;;;02/07/2013;;0707;2013;1;207589;20759;0
B;2;1;1;0;015606015038000;PT.DUTA LESTARI SENTRATAMA;010.900-13.00888615;0;;;09/07/2013;;0707;2013;1;235610;23561;0
B;2;1;1;0;015606015038000;PT.DUTA LESTARI SENTRATAMA;010.900-13.00888614;0;;;09/07/2013;;0707;2013;1;544434;54443;0
B;2;1;1;0;015606015038000;PT.DUTA LESTARI SENTRATAMA;010.900-13.00896785;0;;;23/07/2013;;0707;2013;1;570991;57099;0
B;2;1;1;0;015606015038000;PT.DUTA LESTARI SENTRATAMA;010.900-13.00900872;0;;;30/07/2013;;0707;2013;1;412547;41255;0
B;2;1;1;0;015606015038000;PT.DUTA LESTARI SENTRATAMA;010.900-13.00900873;0;;;30/07/2013;;0707;2013;1;1075104;107510;0
B;2;1;1;0;015606015038000;PT.DUTA LESTARI SENTRATAMA;010.900-13.00896799;0;;;23/07/2013;;0707;2013;1;2543233;254323;0
B;2;1;1;0;015606015038000;PT.DUTA LESTARI SENTRATAMA;010.900-13.00888616;0;;;09/07/2013;;0707;2013;1;570894;57089;0
B;2;1;1;0;015606015038000;PT.DUTA LESTARI SENTRATAMA;010.900-13.00885076;0;;;02/07/2013;;0707;2013;1;289723;28972;0
B;2;1;1;0;015606015038000;PT.DUTA LESTARI SENTRATAMA;010.900-13.00885077;0;;;02/07/2013;;0707;2013;1;516370;51637;0
B;2;1;1;0;015606015038000;PT.DUTA LESTARI SENTRATAMA;010.900-13.00892757;0;;;16/07/2013;;0707;2013;1;1018309;101831;0
B;2;1;1;0;015606015038000;PT.DUTA LESTARI SENTRATAMA;010.900-13.00888617;0;;;09/07/2013;;0707;2013;1;435788;43579;0
B;2;1;1;0;010708022056000;PT.AJINOMOTO SALES INDONESIA;010.900-13.02571951;0;;;11/07/2013;;0707;2013;1;638918;63891;0
B;2;1;1;0;010708022056000;PT.AJINOMOTO SALES INDONESIA;010.900-13.02574394;0;;;24/07/2013;;0707;2013;1;2283800;228380;0
B;2;1;1;0;010708022056000;PT.AJINOMOTO SALES INDONESIA;010.900-13.02573119;0;;;18/07/2013;;0707;2013;1;168668;16866;0
B;2;1;1;0;013425723054000;PT.ENSEVAL PUTERA MEGATRADING TBK;010.901-13.30305004;0;;;19/07/2013;;0707;2013;1;1869216;186921;0
B;2;1;1;0;013425723054000;PT.ENSEVAL PUTERA MEGATRADING TBK;010.901-13.30339382;0;;;23/07/2013;;0707;2013;1;1278066;127806;0
B;2;1;1;0;013425723054000;PT.ENSEVAL PUTERA MEGATRADING TBK;010.901-13.30326039;0;;;22/07/2013;;0707;2013;1;151791;15179;0
B;2;1;1;0;013425723054000;PT.ENSEVAL PUTERA MEGATRADING TBK;010.901-13.30405942;0;;;27/07/2013;;0707;2013;1;3532194;353219;0
B;2;1;1;0;013425723054000;PT.ENSEVAL PUTERA MEGATRADING TBK;010.901-13.30432850;0;;;30/07/2013;;0707;2013;1;541493;54149;0
B;2;1;1;0;013425723054000;PT.ENSEVAL PUTERA MEGATRADING TBK;010.901-13.30464768;0;;;31/07/2013;;0707;2013;1;671148;67114;0
B;2;1;1;0;013425723054000;PT.ENSEVAL PUTERA MEGATRADING TBK;010.901-13.30464773;0;;;31/07/2013;;0707;2013;1;425430;42543;0
B;2;1;1;0;013425723054000;PT.ENSEVAL PUTERA MEGATRADING TBK;010.900-13.48319663;0;;;10/07/2013;;0707;2013;1;1206360;120636;0
B;2;1;1;0;013425723054000;PT.ENSEVAL PUTERA MEGATRADING TBK;010.900-13.48357211;0;;;12/07/2013;;0707;2013;1;3532320;353232;0
B;2;1;1;0;013425723054000;PT.ENSEVAL PUTERA MEGATRADING TBK;010.900-13.48394758;0;;;16/07/2013;;0707;2013;1;1972750;197275;0
B;2;1;1;0;013425723054000;PT.ENSEVAL PUTERA MEGATRADING TBK;010.900-13.48379363;0;;;15/07/2013;;0707;2013;1;3865902;386590;0
B;2;1;1;0;013425723054000;PT.ENSEVAL PUTERA MEGATRADING TBK;010.900-13.48299792;0;;;09/07/2013;;0707;2013;1;2352130;235213;0
B;2;1;1;0;013425723054000;PT.ENSEVAL PUTERA MEGATRADING TBK;010.900-13.48283167;0;;;08/07/2013;;0707;2013;1;834300;83430;0
B;2;1;1;0;013425723054000;PT.ENSEVAL PUTERA MEGATRADING TBK;010.900-13.48272905;0;;;05/07/2013;;0707;2013;1;317635;31763;0
B;2;1;1;0;013425723054000;PT.ENSEVAL PUTERA MEGATRADING TBK;010.900-13.48250844;0;;;04/07/2013;;0707;2013;1;1648440;164844;0
B;2;1;1;0;013425723054000;PT.ENSEVAL PUTERA MEGATRADING TBK;010.900-13.48250845;0;;;04/07/2013;;0707;2013;1;3561873;356187;0
B;2;1;1;0;013425723054000;PT.ENSEVAL PUTERA MEGATRADING TBK;010.900-13.48250846;0;;;04/07/2013;;0707;2013;1;2451846;245184;0
B;2;1;1;0;014904569641000;PT. ELODA MITRA;010.901-13.15192857;0;;;04/07/2013;;0707;2013;1;1808295;180829;0
B;2;1;1;0;014904569641000;PT. ELODA MITRA;010.901-13.15192505;0;;;18/07/2013;;0707;2013;1;1699965;169996;0
B;2;1;1;0;014904569641000;PT. ELODA MITRA;010.901-13.15193663;0;;;11/07/2013;;0707;2013;1;1587830;158783;0
B;2;1;1;0;014904569641000;PT. ELODA MITRA;010.901-13.15195338;0;;;26/07/2013;;0707;2013;1;1657720;165772;0
B;2;1;1;0;014904569641000;PT.ELODA MITRA;010.901-13.15195552;0;;;26/07/2013;;0707;2013;1;162281;16228;0
B;2;1;1;0;014904569641000;PT.ELODA MITRA;010.901-13.15193664;0;;;11/07/2013;;0707;2013;1;343200;34320;0
B;2;1;1;0;014904569641000;PT.ELODA MITRA;010.901-13.15192856;0;;;04/07/2013;;0707;2013;1;489025;48902;0
B;2;1;1;0;024337917614001;PT.ESHAM DIMA MANDIRI ;010.900-13.97143897;0;;;06/07/2013;;0707;2013;1;324546;32455;0
B;2;1;1;0;024337917614001;PT.ESHAM DIMA MANDIRI ;010.900-13.97144516;0;;;19/07/2013;;0707;2013;1;216364;21636;0
B;2;1;1;0;014975338631000;PT.FAJAR LESTARI ABADI;010.901-13.30185884;0;;;20/07/2013;;0707;2013;1;920855;92085;0
B;2;1;1;0;014975338631000;PT.FAJAR LESTARI ABADI;010.901-13.30178057;0;;;05/07/2013;;0707;2013;1;768409;76841;0
B;2;1;1;0;014975338631000;PT.FAJAR LESTARI ABADI;010.901-13.30181155;0;;;11/07/2013;;0707;2013;1;1339036;133904;0
B;2;1;1;0;014975338631000;PT.FAJAR LESTARI ABADI;010.901-13.30181154;0;;;11/07/2013;;0707;2013;1;794436;79444;0
B;2;1;1;0;015398563038000;PT.FABINDO SEJAHTERA;010.900-13.79041229;0;;;17/06/2013;;0707;2013;1;49735;4973;0
B;2;1;1;0;013054408056000;PT.FARETINA;010.901-13.45383809;0;;;16/07/2013;;0707;2013;1;416000;41600;0
B;2;1;1;0;211472840602000;PT.GRAND PASIFIC PRATAMA;010.900-13.62834706;0;;;16/07/2013;;0707;2013;1;468873;46887;0
B;2;1;1;0;211472840602000;PT.GRAND PASIFIC PRATAMA;010.900-13.62829292;0;;;02/07/2013;;0707;2013;1;168611;16861;0
B;2;1;1;0;211472840602000;PT.GRAND PASIFIC PRATAMA;010.900-13.62829293;0;;;02/07/2013;;0707;2013;1;461841;46184;0
B;2;1;1;0;211472840602000;PT.GRAND PASIFIC PRATAMA;010.901-13.65324286;0;;;23/07/2013;;0707;2013;1;295069;29507;0
B;2;1;1;0;211472840602000;PT.GRAND PASIFIC PRATAMA;010.901-13.65324287;0;;;23/07/2013;;0707;2013;1;395864;39586;0
B;2;1;1;0;015268295614000;PT.GALOEH HUSADA FARMA;010.900-13.74145138;0;;;02/07/2013;;0707;2013;1;677879;67788;0
B;2;1;1;0;015268295614000;PT.GALOEH HUSADA FARMA;010.901-13.77077460;0;;;16/07/2013;;0707;2013;1;383485;38348;0
B;2;1;1;0;020578696532000;PT.GITA;010.901-13.00147839;0;;;09/07/2013;;0707;2013;1;665272;66527;0
B;2;1;1;0;020578696532000;PT.GITA;010.901-13.00148282;0;;;18/07/2013;;0707;2013;1;673740;67374;0
B;2;1;1;0;020578696532000;PT.GITA;010.901-13.00148281;0;;;18/07/2013;;0707;2013;1;846545;84654;0
B;2;1;1;0;013855267073000;PT.GRAHA KERINDO UTAMA;010.901-13.46160269;0;;;24/07/2013;;0707;2013;1;1651091;165109;0
B;2;1;1;0;013855267073000;PT.GRAHA KERINDO UTAMA;010.901-13.46160268;0;;;24/07/2013;;0707;2013;1;929127;92913;0
B;2;1;1;0;013855267073000;PT.GRAHA KERINDO UTAMA;010.901-13.46160829;0;;;31/07/2013;;0707;2013;1;1580400;158040;0
B;2;1;1;0;013855267073000;PT.GRAHA KERINDO UTAMA;010.900-13.76403108;0;;;03/07/2013;;0707;2013;1;1934509;193451;0
B;2;1;1;0;013855267073000;PT.GRAHA KERINDO UTAMA;010.901-13.46159522;0;;;16/07/2013;;0707;2013;1;1422000;142200;0
B;2;1;1;0;013855267073000;PT.GRAHA KERINDO UTAMA;010.900-13.76403702;0;;;11/07/2013;;0707;2013;1;549818;54982;0
B;2;1;1;0;013855267073000;PT.GRAHA KERINDO UTAMA;010.900-13.76403703;0;;;11/07/2013;;0707;2013;1;576818;57682;0
B;2;1;1;0;024267544073000;PT.GUNA LAYAN KUASA;010.901-13.45692566;0;;;10/07/2013;;0707;2013;1;1146364;114636;0
B;2;1;1;0;018824870092000;PT.HEINZ ABC INDONESIA;010.900-13.02807659;0;;;02/07/2013;;0707;2013;1;2331630;233164;0
B;2;1;1;0;018824870092000;PT.HEINZ ABC INDONESIA;010.900-13.02812595;0;;;09/07/2013;;0707;2013;1;1390598;139061;0
B;2;1;1;0;018824870092000;PT.HEINZ ABC INDONESIA;010.900-13.02817516;0;;;16/07/2013;;0707;2013;1;1427821;142782;0
B;2;1;1;0;018824870092000;PT.HEINZ ABC INDONESIA;010.900-13.02817517;0;;;16/07/2013;;0707;2013;1;691246;69126;0
B;2;1;1;0;018824870092000;PT.HEINZ ABC INDONESIA;010.900-13.02822888;0;;;23/07/2013;;0707;2013;1;2127648;212764;0
B;2;1;1;0;018824870092000;PT.HEINZ ABC INDONESIA;010.900-13.02822889;0;;;23/07/2013;;0707;2013;1;856790;85679;0
B;2;1;1;0;011081908605000;PT.IKAN DORANG ;010.901-13.44731337;0;;;24/07/2013;;0707;2013;1;811100;81110;0
B;2;1;1;0;011081908605000;PT.IKAN DORANG ;010.901-13.44731336;0;;;24/07/2013;;0707;2013;1;4006887;400689;0
B;2;1;1;0;011081908605000;PT.IKAN DORANG ;010.901-13.44731240;0;;;18/07/2013;;0707;2013;1;703910;70391;0
B;2;1;1;0;011081908605000;PT.IKAN DORANG ;010.901-13.44731137;0;;;11/07/2013;;0707;2013;1;1407820;140782;0
B;2;1;1;0;011081908605000;PT.IKAN DORANG ;010.901-13.44731028;0;;;04/07/2013;;0707;2013;1;1018498;101850;0
B;2;1;1;0;014824809616000;PT.INTER BUANA MANDIRI;010.900-13.09414931;0;;;04/07/2013;;0707;2013;1;1453643;145364;0
B;2;1;1;0;014824809616000;PT.INTER BUANA MANDIRI;010.900-13.09414930;0;;;04/07/2013;;0707;2013;1;900000;90000;0
B;2;1;1;0;014824809616000;PT.INTER BUANA MANDIRI;010.900-13.09414950;0;;;04/07/2013;;0707;2013;1;315340;31534;0
B;2;1;1;0;014824809616000;PT.INTER BUANA MANDIRI;010.900-13.09414949;0;;;04/07/2013;;0707;2013;1;1576818;157681;0
B;2;1;1;0;014824809616000;PT.INTER BUANA MANDIRI;010.901-13.73130867;0;;;23/07/2013;;0707;2013;1;1265462;126546;0
B;2;1;1;0;014824809616000;PT.INTER BUANA MANDIRI;010.901-13.73130868;0;;;23/07/2013;;0707;2013;1;141818;14181;0
B;2;1;1;0;014824809616000;PT.INTER BUANA MANDIRI;010.901-13.73130865;0;;;23/07/2013;;0707;2013;1;1584000;158400;0
B;2;1;1;0;014824809616000;PT.INTER BUANA MANDIRI;010.901-13.73130866;0;;;23/07/2013;;0707;2013;1;548181;54818;0
B;2;1;1;0;014824809616000;PT.INTER BUANA MANDIRI;010.901-13.73130969;0;;;26/07/2013;;0707;2013;1;1001809;100180;0
B;2;1;1;0;012331393606000;PT.ITAL FRANS MULTINDO FOOD INDUSTRIES;010.901-13.70402171;0;;;09/07/2013;;0707;2013;1;305091;30509;0
B;2;1;1;0;012331393606000;PT.ITAL FRANS MULTINDO FOOD INDUSTRIES;010.901-13.70402170;0;;;06/07/2013;;0707;2013;1;329455;32945;0
B;2;1;1;0;012331393606000;PT.ITAL FRANS MULTINDO FOOD INDUSTRIES;010.901-13.70402169;0;;;04/07/2013;;0707;2013;1;313455;31345;0
B;2;1;1;0;012331393606000;PT.ITAL FRANS MULTINDO FOOD INDUSTRIES;010.901-13.70402168;0;;;02/07/2013;;0707;2013;1;313455;31345;0
B;2;1;1;0;012331393606000;PT.ITAL FRANS MULTINDO FOOD INDUSTRIES;010.901-13.70402172;0;;;11/07/2013;;0707;2013;1;305091;30509;0
B;2;1;1;0;012331393606000;PT.ITAL FRANS MULTINDO FOOD INDUSTRIES;010.901-13.70402173;0;;;13/07/2013;;0707;2013;1;263273;26327;0
B;2;1;1;0;030253959643000;CV.INTIKITA MANDIRI;010.900-13.91455048;0;;;01/07/2013;;0707;2013;1;534750;53475;0
B;2;1;1;0;016045064007000;PT.INTERMAS TATA TRADING;010.900-13.38618112;0;;;22/07/2013;;0707;2013;1;1567458;156746;0
B;2;1;1;0;016045064007000;PT.INTERMAS TATA TRADING;010.900-13.38609698;0;;;15/07/2013;;0707;2013;1;532363;53236;0
